index_id	category	text	language
548	sports	مع التغيير في مسافة السباق من ربع ميل لنُص ميل تولي السرعة أقل أهمية ببرشا وتولي القدرة على التحمل مهمة ياسر.	aeb_Arab
824	travel	أعمل طلة على الرحلات الي يخدمها الوكيل، اما على السيت واب والا في الكيشي.	aeb_Arab
1628	geography	يبلغ عدد سكان مدينة الفاتيكان حوالي 800. وهي أصغر دولة مستقلة في العالم وأقل تعدادٍ سكانيِّ.	aeb_Arab
1596	science/technology	كانت تجربة هيرشي وتشيس واحدة من الدلائل الرئيسية على أن الحمض النووي مادة وراثية.	aeb_Arab
739	geography	جزر كوك هي دولة كلها جزر مرتبطة بشكل حر بنيوزيلندا، وموجودة في بولينيزيا وسط جنوب المحيط الهادئ.	aeb_Arab
548	sports	Met die verandering van die kwart na die halfmyl wedloop, word spoed minder belangrik, en uithou vermoë word ‘n absolute noodsaaklikheid.	afr_Latn
824	travel	Kyk na watter reise die agent bevorder, of op ‘n webtuiste of in a winkelvenster.	afr_Latn
1628	geography	Die Vatikaanstad se bevolking is ongeveer 800. Dis die kleinste onafhanklike land in die wêreld en die land met die laagste bevolking.	afr_Latn
1596	science/technology	Die Hershey en Chase eksperiment was een van die hoofvoorstelle dat DNA genetiese materiaal is.	afr_Latn
739	geography	Die Cook Eilande is 'n eiland land in vrye assosiasie met Nieu-Seeland, gevind in Polinesië, in die middel van die Suid-Pasifiese Oseaan.	afr_Latn
548	sports	مع التغيير من ربع ميل إلى نصف ميل ، بتصير السرعة أقل أهمية بكثير وبيصير التحمل ضرورة مطلقة.	ajp_Arab
824	travel	خودلك نظرة على الرحلات اللي بروج إلها الوكيل ، سواء على موقع ويب أو في شباك محل.	ajp_Arab
1628	geography	عدد سكان مدينة الفاتيكان حوالي 800. وهيه أصغر دولة مستقلة بالعالم وأقل عدد سكان.	ajp_Arab
1596	science/technology	تجربة هيرشي وتشيس كانت وحدة من الدلائل الرئيسية على انه الحمض النووي كان مادة وراثية.	ajp_Arab
739	geography	جزر كوك هيه دولة على جزيرة بارتباط حر مع نيوزيلندا ، وموجودة في بولينيزيا ، بوسط جنوب المحيط الهادي.	ajp_Arab
548	sports	Esiane sɛ wɔasesa mmirikatuo no firi anan mu nkyekyemu baako kɔ ɛfa no nti, ama ahohyɛsoɔ hu abehia sene ahoɔhare.	aka_Latn
824	travel	Hwԑ akwantuo a ɔrebɔ ho dawuro no, wɔ wԑbsate so anaa wɔ ‘shop window’ so.	aka_Latn
1628	geography	Vatican City mu nnipa dodoɔ yɛ ahannwɔtwe. Ɛyɛ ɔman ketewa a adi ne ho wɔ wiase yi mu ne ɔman a emu nnipa sua.	aka_Latn
1596	science/technology	Hershey ne Chase nhwehwɛmu no yɛ adwenkyerɛ a edi mu no mu baako a ɛka sɛ DNA no yɛ biribi a ɛkora yɛn nipadua ho nsɛm so.	aka_Latn
739	geography	Cook nsuopɔ no yɛ nsuopɔ ɔman a ɛne New Zealand bɔ fekuo, ɛwɔ Polynesia, wɔ Anaafoɔfam Pacific Ɛpo no mfinimfini.	aka_Latn
548	sports	Në garat 800-metërshe, shpejtësia ka shumë më pak rëndësi sesa në ato 400-metërshe dhe rezistenca bëhet nevojë absolute.	als_Latn
824	travel	Hidhni një sy se cilat udhëtime po reklamon agjenti, qoftë në një sajt uebi apo në një vitrinë dyqani.	als_Latn
1628	geography	Popullsia e Vatikanit është afërsisht 800. Ai është shteti më i vogël i pavarur në botë dhe shteti me popullsi më të vogël.	als_Latn
1596	science/technology	Eksperimenti nga Hershey dhe Chase ishte një nga propozimet kryesore se ADN-ja ishte një material gjenetik.	als_Latn
739	geography	Ishujt Kuk që ndodhen në Polinezi, në mes të Oqeanit Paqësor Jugor, janë vend ishullor në lidhje të lirë me Zelandën e Re.	als_Latn
548	sports	ከሩብ ወደ ግማሽ ማይል ሩጫ ባለው ለውጥ ፣ ፍጥነት በጣም ያነሰ ጠቀሜታ ያለው እና ጽናት ፍጹም አስፈላጊ ይሆናል።	amh_Ethi
824	travel	ወኪሉ ፣ በድረገፅ ወይም በሱቅ መስኮት ላይ፣ ምን አይነት ጉዞዎችን እንደሚያስተዋውቅ ተመልከት።	amh_Ethi
1628	geography	የቫቲካን ሲቲ ህዝብ ቁጥር ወደ 800 ገደማ ነው። በዓለም ትንሹ ሉዓላዊ ሃገር እና ትንሹ የህዝብ ቁጥር ያለው ሃገር ነው።	amh_Ethi
1596	science/technology	የሄርሽ እና ቼስ ሙከራ ዲኤንኤ የጄኔቲክ ቁሳቁስ ነበር ከሚለው መሪ ሃሳብ መካከል አንዱ ነበር።	amh_Ethi
739	geography	The Cook Islands የደሴት ሀገር ስትሆን ከኒውዚላንድ ጋር ነፃ የሆነ ግንኙነት ሲኖራት በመሀል የደቡባዊ ፓስፊክ ውቅያኖስ፣ Polynesia አካባቢ ትገኛለች።	amh_Ethi
548	sports	مع التغيير من ربع ميل لنص ميل، بتصير السرعة أقل أهمية وبصير التحمل ضرورة أساسية.	apc_Arab
824	travel	ألق نظرة على الرحلات يلّي عم بروج لها الوكيل، إن كان على موقع ويب أو من شبابيك المحلات.	apc_Arab
1628	geography	يبلغ عدد سكان مدينة الفاتيكان حوالي 800. وهي أصغر دولة مستقلة بالعالم بأقل عدد من السكان.	apc_Arab
1596	science/technology	كانت تجربة هيرشي وتشيس وحدة من الاقتراحات الرئيسية بأن الحمض النووي مادة وراثية.	apc_Arab
739	geography	جزر كوك دولة جزرية بارتباط حر مع نيوزيلندا، وتقع ببولينيزيا، بنص جنوب المحيط الهادئ.	apc_Arab
548	sports	مع التغيير في مسافة السباق من ربع ميل إلى نصف ميل تُصبح السرعة أقل أهمية بكثير وتصبح القدرة على التحمل ضرورة مطلقة.	arb_Arab
824	travel	ألقِ نظرة على الرحلات التي يقوم الوكيل بترويجها، سواءً كان ذلك على موقع إلكتروني أو في نافذة متجر.	arb_Arab
1628	geography	يبلغ عدد سكان مدينة الفاتيكان حوالي ٨٠٠. وهي أصغر دولة مستقلة في العالم وأقل تعدادٍ سكانيِّ.	arb_Arab
1596	science/technology	كانت تجربة هيرشي وتشيس واحدة من الدلائل الرئيسية على أن الحمض النووي مادة وراثية.	arb_Arab
739	geography	جزر كوك هي دولة جزرية مرتبطة بشكل حر بنيوزيلندا، وتقع في بولينيزيا وسط جنوب المحيط الهادئ.	arb_Arab
548	sports	Ma3a 7uduth attaghyir min rub3 mil ila nisf mil, tusbi7 assur3a aqal ahamiya bi kathir wa yusbi7 atta7amul darura quswa.	arb_Latn
824	travel	Alqi nadhra 3ala arra7alat allaty yurawwiju laha al-wakil, sawa2 3ala mawqi3 web aw fi wajihat matjar.	arb_Latn
1628	geography	Yablugh 3adad sukـkan madinat al-Vatican na7wa 800 nasama. Fa hiya asghar dawla mustaqila fil 3alam wa al-aqal fi 3adad assukan.	arb_Latn
1596	science/technology	2u3tubirat tajribet Hershey wa Chase wa7ida mina alfradhiyat arra2isiـya allaty tufidu bi 2anna al7imdh annawawy madda wirathiya.	arb_Latn
739	geography	Juzur Cook hiya dawla tatakawwan min 3iddat juzur laha irtibat 7ur ma3a New Zelanda, wa taqa3u fi Polynesia bi-wasat janub al-mu7it al-hadi2.	arb_Latn
548	sports	مع التغيير في مسافة السباق من ربع ميل إلى نصف ميل تُصبح السرعة أقل أهمية بكثير وتصبح القدرة على التحمل ضرورة مطلقة.	ars_Arab
824	travel	ألقِ نظرة على الرحلات التي يقوم الوكيل بترويجها، سواءً كان ذلك على موقع إلكتروني أو في نافذة متجر.	ars_Arab
1628	geography	يبلغ عدد سكان مدينة الفاتيكان حوالي ٨٠٠. وهي أصغر دولة مستقلة في العالم وأقل تعدادٍ سكانيِّ.	ars_Arab
1596	science/technology	كانت تجربة هيرشي وتشيس واحدة من الدلائل الرئيسية على أن الحمض النووي مادة وراثية.	ars_Arab
739	geography	جزر كوك هي دولة جزرية مرتبطة بشكل حر بنيوزيلندا، وتقع في بولينيزيا وسط جنوب المحيط الهادئ.	ars_Arab
548	sports	فاش كتبدل من ربع لنص ميل، مكتبقاش السرعة مهمة وكتولي قدرة التحمل شي حاجة ضرورية.	ary_Arab
824	travel	شوف الرحلات التي كيروج لها الوكيل، سواء فالموقع ويب ولا فالمحل.	ary_Arab
1628	geography	مدينتْ الفاتيكان فيها تقريبا شي تمان ميا (800) واحد، و هي أصغر مدينا مستقله فالعالم و لي فيها أقل عدد ديال السكان.	ary_Arab
1596	science/technology	التجربة نتاع هيرشي وشيز كانت من بين لقتراحات أن لادي إن مادة جينية.	ary_Arab
739	geography	جزر كوك هي دولة من جزر متابطين بشكل حر مع نيوزيلندا، وكاينة في بولينيزيا، في وسط جنوب المحيط الهادئ.	ary_Arab
548	sports	لما نغير المسافة من ربع ميل إلى نص ميل، السرعة بقت أقل أهمية بكتير وبقت القدرة على التحمل أمر ضروري مفيش مفر منه.	arz_Arab
824	travel	بص على الرحلات اللي بيقوم الوكيل بترويجه ونشرها، سواء كان ذلك على موقع إلكتروني أو في نافذة متجر.	arz_Arab
1628	geography	عدد سكان مدينة الفاتيكان حوالي 800 شخص. وهي أصغر بلد مستقلة في الدنيا كلها والأقل في عدد السكان.	arz_Arab
1596	science/technology	تجربة هيرشي و تشيس كانت واحدة من الأدلة المهمة على أن الحمض النووي هو مادة وراثية.	arz_Arab
739	geography	جزر كوك دي دولة جزرية بترتبط ارتباط حر بنيوزيلندا، وموجودة في بولينيزيا في وسط جنوب المحيط الهادئ.	arz_Arab
548	sports	চতুৰ্থাংশৰ পৰা আধা মাইল দৌৰত পৰিৱৰ্তনটোৰ সৈতে, গতি বহুত কম গুৰুত্বপূৰ্ণ হৈ যায় আৰু সহনশীলতা এক পৰম অপৰিহাৰ্য হৈ যায়৷	asm_Beng
824	travel	যিটো যাত্ৰাৰ প্ৰসংশা প্ৰতিনিধিগৰাকীয়ে কৰি আছে সেইটো এবাৰ চাই লোৱা, সেইটো ৱেবছাইটত আছে নে বিপণীত আছে।	asm_Beng
1628	geography	ভেটিকান চিটিৰ জনসংখ্যা প্ৰায় ৮০০। এইখন হৈছে বিশ্বৰ আটাইতকৈ সৰু দেশ আৰু বিশ্বৰ ভিতৰতে আটাইতকৈ কম জনসংখ্যা থকা এখন দেশ।	asm_Beng
1596	science/technology	হাৰ্ছি আৰু চে'জৰ সম্পৰীক্ষা, DNS এটা বংশনিৰ্ণায়ক উপাদান তত্বটোৰ অন্যতম দিশ নিৰ্দেশক আছিল।	asm_Beng
739	geography	কুক দ্বীপপুঞ্জ হ'ল নিউজিলেণ্ডৰ সৈতে মুক্ত সম্পৰ্ক থকা এখন দ্বীপ ৰাষ্ট্ৰ, এইখন দক্ষিণ প্ৰশান্ত মহাগৰৰ মধ্যভাগৰ পলিনেচিয়াত অৱস্থিত।	asm_Beng
548	sports	Col cambéu del cuartu de milla pa la media milla, la velocidá faise muncho menos importante y la resistencia ye primordial.	ast_Latn
824	travel	Mira pa lo qu’ufre l’axencia, bien nun sitiu web o nun escaparate.	ast_Latn
1628	geography	La población de Ciudá del Vaticanu ta polos 800 habitantes. Ye’l país independiente más pequeñu del mundu y el país cola menor población.	ast_Latn
1596	science/technology	L'esperimentu de Hershey y Chase foi concluyente pa determinar que l'ADN yera material xenético.	ast_Latn
739	geography	Les islles Cook son un archipiélagu, asitiáu na Polinesia, na metá del pacíficu sur, que ta en llibre asociación con Nueva Zelanda.	ast_Latn
548	sports	दौड़ का दौरान दौड़ की गति मा बदलाव करय से चौथाई से आधा मील की दौड़ का बाद गति का महत्व कम होई जात है। इस दौरन सयंम बनाए रखब सबसे ज़रूरी होत है।	awa_Deva
824	travel	एक नज़र डाल लें कि एजेंट कऊन यात्रा का प्रचार करत अहै, चाहे ऊ वेबसाइट पर होए या दुकान पर।	awa_Deva
1628	geography	वेटिकन सिटी का आबादी करीब 800 है। दुनिया क सबसे छोट, स्वतंत्र अऊर सबसे कम जनसंख्या वाला देश है।	awa_Deva
1596	science/technology	हर्शे अऊर चेज़  प्रयोग का प्रमुख सुझावन मा से एक इ रहा कि डीएनए एक आनुवंशिक सामग्री है।	awa_Deva
739	geography	कुक आइलैंड्स दक्षिण प्रशांत महासागर के मध्य मा, पोलिनेशिया मा स्थित न्यूजीलैंड का साथ मुक्त सहयोग मा एक द्वीप देश अहै।	awa_Deva
548	sports	Atipt'äw mä milla chikatan chikatapat jalañ chika milla jalañatak mayjt'ayasax, jank'achasiñax janiw sint wakisxiti, jan qhipartañaw juk'ampis munasxaraki.	ayr_Latn
824	travel	Irnaqirin ch'usasiwitak juk'a chaninik uñt'ayki ukanak uñjt'am, ukax llikan jan ukax wintanan apkatataspawa.	ayr_Latn
1628	geography	Vaticano markanx 800 markachiriw utjasi. Uraqpachanx wali jisk'a marka uñt'ataw ukhamarak juk'a jaqin marka uñt'atarakiwa.	ayr_Latn
1596	science/technology	Hershey ukat Chase yant'ax nayrïr p'iqiñchir DNA jathatuqix yatxatatanakataynawa.	ayr_Latn
739	geography	Cook Wat'a Markanx walja wat'aw utji, Nueva Zelandamp mayacht'asiñ amtawiyapxi, Polinesia uraqinkiwa, kupituq Pacífico Lamar Quta taypina.	ayr_Latn
548	sports	یک چهارم مایل یرنه یارم مایل قاشماقنان سرعتن اهمیتی چوخ آزالر و استقامت بیر مطلق ضرورت اولور.	azb_Arab
824	travel	او مسافرتلره کی آژانس وبسایتندا یا توکانن ویترینیننده اولاری ترویج ورر باخن.	azb_Arab
1628	geography	واتیکان شهرین جمعیتی تقریبا 800 نفر دی. او لاپ چیچیه مستقل مملکت و لاپ آز جمعیتی اولان مملکت دنیادادی .	azb_Arab
1596	science/technology	هرشی نن چیسن آزمایشی اصلی اشاره لرین بیری دی ان ای این ژنتیکی ماده ائلماقنیدی.	azb_Arab
739	geography	کوک جزیره لری بیر جزیره مملکت دیلر کی نیوزیلندنن کی پلی نزی ده قرار تاپپ و اقیانوس آرامن آراسندادی، آزاد ارتباطلاری وار.	azb_Arab
548	sports	Dörddə bir mil məsafəyə qaçışdan yarım mil məsafə qaçışına keçərkən sürətin əhəmiyyəti qat-qat azalır, bunun əvəzinə dözümlülük isə mütləq bir zərurətə çevrilir.	azj_Latn
824	travel	İstər veb-saytda, istərsə də mağaza vitrinində, agentliyin nə kimi səyahətləri reklam etdiyinə göz gəzdirin.	azj_Latn
1628	geography	Vatikanın təxminən 800 nəfər sakini var. O, dünyada ən kiçik, müstəqil və əhalisinin sayı ən az olan ölkə hesab olunur.	azj_Latn
1596	science/technology	DNT-nin genetik bir material olduğu Herşi və Çeyzin təcrübəsinə əsasən irəli sürülən əsas fikirlərdən biri idi.	azj_Latn
739	geography	Kuk adaları, Polineziyada yerləşən Yeni Zelandiya ilə sərbəst əməkdaşlığa sahib və Sakit okeanın cənub hissəsinin mərkəzində olan bir ada ölkəsidir.	azj_Latn
548	sports	Сирек милдән ярты милгә күскәс, тиҙлектең әһәмиәте кәмей һәм сыҙамлыҡ иң кәрәк нәмәгә әйләнә.	bak_Cyrl
824	travel	Ҡарағыҙ, агент, веб-сайтта булһынмы ул йәки магазин витринаһындамы, ниндәй сәфәрҙәрҙе алға һөрә.	bak_Cyrl
1628	geography	Ватикан ҡалаһындағы кешеләр һаны яҡынса 800. Ул донъялағы иң бәләкәй үҙ аллы дәүләт һәм халыҡ һаны иң аҙ булған ил тип һанала.	bak_Cyrl
1596	science/technology	Херши һәм Чейздың тикшеренеүе ДНК-ның генетик материал булыуын иҫбат итеүсе төп фараздарҙың береһе була.	bak_Cyrl
739	geography	Кук утрауҙары – Тымыҡ океандың көньяғында, Полинезияла урынлашҡан, Яңы Зеландия менән ирекле бәйләнештәге утрау дәүләте.	bak_Cyrl
548	sports	Nin yɛlɛmali ye kimotɛri tilan ko naani na bolila, teliya be dɔgɔyala baakɛ ani jijali kɛra jagoya ye.	bam_Latn
824	travel	A lajɛ woyasi ɲɛnɛbɔba baarakɛla beka min purosiyɔn kɛ, nin siti dɔ sanfɛlala walima butiki dɔ finɛtiri la.	bam_Latn
1628	geography	Vatican Dugu mɔgɔ ye 800 bɔɲɔgɔngo ye. A lele jamana fitini min ka yɛrɛmahɔrɔnya ba bolo diɲɛ kɔnɔ ani jamana nin mɔgɔ hakɛya ka dɔgɔ ka tɛmɛ.	bam_Latn
1596	science/technology	Hershey ani Chase ka sɛgɛsɛgɛli kun ye hakilina ɲɛfɛ ta ya nin adayɛni kun ye a jɔlan fɛn ye.	bam_Latn
739	geography	Cook Islands ye gun jamana ye min tugulen yɛrɛmahɔrɔnyala Nouvelle Zelande la, be Polynesie, Ocean Pacific worodugu yanfan camancɛla.	bam_Latn
548	sports	Antuk paubahan saking seperempat ngantos atenga mil pamargi, kecepatan dados doh lebih mabuat tur daya tahan dados dahat kasaratang.	ban_Latn
824	travel	Cingakin napi sane kapromosiang olih agen, ring situs web utawi ring jendela tokone.	ban_Latn
1628	geography	Populasi Kota Vatikan wantah sawatara 800. Punika wantah negara bebas pinih alit ring jagate tur negara sane madue populasi pinih akidik.	ban_Latn
1596	science/technology	Eksperimen Hershey miwah Chase wantah silih sinunggil papineh sane subaga antuk DNA wantah materi genetik.	ban_Latn
739	geography	Kepuloan Cook Inggih punika negara pulo sane madue hubungan bebas marep ring Selandia Baru, magenah ring Polinesia, ring tengah Segara Pasifik Kelod.	ban_Latn
548	sports	Пры пераходзе ад дыстанцыі ў чвэрць мілі да паловы мілі хуткасць страчвае сваю важнасць, затое абсалютнай неабходнасцю становіцца трываласць.	bel_Cyrl
824	travel	Азнаёмцеся з падарожжамі, якія прапаноўвае агент — альбо на вэб-сайце, альбо ў офісе.	bel_Cyrl
1628	geography	У Ватыкане пражывае ўсяго каля 800 чалавек. Гэта самая маленькая ў свеце незалежная краіна з найменшай колькасцю насельніцтва.	bel_Cyrl
1596	science/technology	Адна з асноўных гіпотэз, якая сцвярджала, што ДНК з'яўляецца генетычным матэрыялам, была праверана ў ходзе эксперыменту Хершы і Чэйза.	bel_Cyrl
739	geography	Астравы Кука — гэта астраўная краіна на тэрыторыі Палінезіі. Яна знаходзіцца ў сярэдзіне паўднёвай часткі Ціхага акіяна і мае статус самакіравальнай тэрыторыі ў свабоднай асацыяцыі з Новай Зеландыяй.	bel_Cyrl
548	sports	Ilyo kwaba ukwaluka ukufuma kuli koota ukuya kuli citika ya ntamfu ya mulundu umo (mile), ukubutukisha takuba ukukankala sana lelo ukushipikisha ekufwaikwa sana.	bem_Latn
824	travel	Uloleshe pa malendo yantu uwa kukwafwa alelandapo, cibe nipa webusaiti nangu pe windo lye shitolo.	bem_Latn
1628	geography	Impendwa ya bantu mu Musumba wa Vatican yafika pali 800. Ekacalo akacepesha akaikwatila ubuntungwa pe sonde elyo kabili akacalo umwaba impendwa ya abantu iinono sana.	bem_Latn
1596	science/technology	Ukweshaesha kwa sayansi ukwa fya mweo ukwa ba Hershey na ba Chase kwali cilangililo cimo ica letungililwa sana ukuti DNA yali ni mfyalo ya cintu.	bem_Latn
739	geography	Ifishi fya Cook calo ca fishi icayampana mu buntungwa na New Zealand, icabela mu Polynesia, pakati ka South Pacific Ocean.	bem_Latn
548	sports	চতুর্থাংশ থেকে অর্ধ মাইল দৌড় পরিবর্তনের সাথে সাথে গতি অনেক কম গুরুত্বপূর্ণ এবং ধৈর্য বেশি প্রয়োজনীয় হয়ে ওঠে।	ben_Beng
824	travel	ওয়েবসাইট হোক শপ উইন্ডো, এজেন্ট কী ধরনের ট্রিপ প্রচার করছে সেদিকে নজর রাখুন।	ben_Beng
1628	geography	ভ্যাটিকান সিটির জনসংখ্যা প্রায় 800। এটি বিশ্বের সবচেয়ে ক্ষুদ্রতম স্বাধীন দেশ এবং সবচেয়ে কম জবহুল দেশ।	ben_Beng
1596	science/technology	ডিএনএ যে 1টি জেনেটিক উপাদান তার অন্যতম অগ্রণী প্রমাণ ছিল হার্শি এবং চেজ এর পরীক্ষা।	ben_Beng
739	geography	কুক দ্বীপপুঞ্জ দক্ষিণ প্রশান্ত মহাসাগরের মাঝখানে পলিনেশিয়ায় অবস্থিত নিউজিল্যান্ডের সহযোগী একটি দ্বীপের দেশ।	ben_Beng
548	sports	चौथाई से आधा मील के दौड़ के बदलाव के बाद, गति कम मायने रखेला आ धीरज राखल एकदम जरूरी हो जाला.	bho_Deva
824	travel	ई जरुर देख लेईं कि एजेंट कउन-कउन ट्रिप के बतावत बा, चाहे उनकर वेबसाइट पर देखीं चाहे उनकर शॉप विंडो पर.	bho_Deva
1628	geography	वैटिकन सिटी के आबादी लगभग 800 बा. ई दुनिया के सबसे छोट आजाद देस आ सबसे कम आबादी वाला देस ह.	bho_Deva
1596	science/technology	डीएनए एगो आनुवंशिक सामग्री रहल ई सुझाव देवे वालन में एगो प्रमुख सुझाव हर्शे आ चेज़ प्रयोग रहल.	bho_Deva
739	geography	कुक आइलैंड्स एगो द्वीप देशजवन दक्षिण प्रशांत महासागर के मध्य में, न्यूजीलैंड के संगे मुक्त सहयोगसे पोलिनेशिया में स्थितबा।	bho_Deva
548	sports	لوان فروبهن متان بوکه سفرافة ميلل جدي ستڠه ميلل، کچفتن جدي تکوراڠ فنتيڠڽ وان کتهنن نڠ جدي کفرلوان اوتما.	bjn_Arab
824	travel	جڠوکي فرجلنن اف هجا نڠ ديتوارکن اوله اݢين، بىإك ڠينتو دي سيتوس وىب اتوا نڠ دي اىستلسى توکو.	bjn_Arab
1628	geography	ڤوڤولاسي كوتا فاتيكان ساكيتار ٨٠٠. ڠيني تو ناݢارا مارديكا تيهالوس دي دونيا وان ناݢارا لاوان ڤوڤولاسي تارينداه.	bjn_Arab
1596	science/technology	ايكسڤيريمين هرصيي وان حاسي اياله سابوتيڠ ساران نڠ ڤامولاان باهووا د ن ا اياله ماتيري ݢينتيك.	bjn_Arab
739	geography	کفولوان چووك إيله نݢراکفولوان دي اسوسياسيکن وان سلنديا برو، بأنداك دي فولينىسيا، دي تڠه سمودرا فسيفيك سلاتن.	bjn_Arab
548	sports	Lawan parubahan matan bukah saparapat mill jadi satangah mil, kacapatan jadi takurang pantingnya wan katahanan nang jadi kaparluan utama.	bjn_Latn
824	travel	Janguki perjalanan apa haja nang ditawarakan ulih agin, baik ngintu di situs web atawa nang di etalase tuku.	bjn_Latn
1628	geography	Populasi kota Vatikan sakitar 800. Ngini tu nagara mardeka tehalus di dunia wan nagara lawan populasi tarendeh.	bjn_Latn
1596	science/technology	Eksperimen Hershey wan Chase ialah salah sabuting saran nang pamulaan bahuwa DNA ialah matiri genetik.	bjn_Latn
739	geography	Kapulauan Cook ialah negara kapulauan diasosiasikan wan Selandia Baru, baandak di Polinesia, di tangah Samudera Pasifik Selatan.	bjn_Latn
548	sports	རྒྱུ་རྒྱུ་མ་ཡེལས་བཞི་ཆ་གཅིག་ནས་ཕྱེད་ལ་འགྱུར་བ་ཐེབས་པ་དེས་མགྱོགས་ཚད་ཀྱི་གལ་གནད་ཉུང་དུ་སོང་བ་དང་ངང་རྒྱུན་བསྟེན་རྒྱུ་དོན་དངོས་དུ་དགོས་ངེས་ཅན་ཞིག་ཆགས་།	bod_Tibt
824	travel	དྲ་ཚིགས་ནང་དང་ཡང་ན་ཚོང་ཁང་གི་སྒེའུ་ཁུང་ནས་ངོ་ཚབ་པ་དེ་ཚོས་འགྲུལ་ཐེངས་ག་རེ་གོང་སྤེལ་བྱེད་ཀྱི་ཡོད་མེད་ལྟ་དང་།	bod_Tibt
1628	geography	ཝེཀ་ཊི་ཀན་སི་ཊི་ཡི་མི་འབོར་ནི་800ཡས་མས་ཡིན་པ་དང་དེ་ནི་འཛམ་གླིང་ནང་གི་རང་བཙན་ལྡན་པའི་རྒྱལ་ཁྱབ་ཆུང་ཤོས་དང་མི་འབོར་ཉུང་ཤོས་ཀྱི་རྒྱལ་ཁབ་དེ་ཆགས་ཀྱི་ཡོད།	bod_Tibt
1596	science/technology	ཧར་ཤེ་དང་ཅེས་གཉིས་ཀྱི་བརྟག་དཔྱད་དེ་ནི་ཌིཨེནཨེ་དེ་རིགས་རྫས་ཀྱི་རྒྱི་ཆ་ཡིན་པའི་བསམ་ཚུལ་བཏོན་མཁན་སྔ་གྲས་ཤིག་རེད།	bod_Tibt
